Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   DRUG CODE:1100DRUG NAME:AMPHETAMINE
   STATE:       ALABAMA

   ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3           QUARTER 4      TOTAL GRAMS
              716                        0                   0                 0.29                0                     0.29
              719                     1.43                1.14                    0             0.57                     3.14
              720                    25.71                7.71                 7.43            10.14                    50.99
              721                     1.43                2.29                 1.57             1.43                     6.72
              722                        1                3.86                 2.43             0.86                     8.15
              723                     4.61                   0                 0.57                0                     5.18
              724                    12.14               16.46                17.89            12.86                    59.35
Run Date: 02/03/2017                                   ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                 RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              725                      1.43                1.71                1.86               1.43                   6.43
              726                      1.57                2.14                2.43               3.86                     10
              727                     15.39               15.39               11.78               6.75                  49.31
              728                      0.14                   0                0.43               0.57                   1.14
              729                      2.86                3.43                3.14               5.86                  15.29

   TOTAL                              67.71               54.13               49.82           44.33                    215.99
   STATE:           CALIFORNIA
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS

              900                     48.21               59.25               45.78           56.32                    209.56
              902                     34.07               26.71               28.14           27.57                    116.49
              903                      0.86                0.86                0.86            0.29                      2.87
              904                     10.29               23.28               21.64              17                     72.21
              905                     15.14                  12               16.14           15.57                     58.85
              906                      1.43                1.14                3.29               2                      7.86
              907                     10.57                  10               16.61            7.57                     44.75
              908                     20.57               16.43                  16           18.86                     71.86
              910                      6.86                8.14                9.71            7.29                        32
              911                      3.14                4.14                2.71            4.14                     14.13
              912                      8.71               10.29                5.43           11.71                     36.14
              913                     58.25               27.14               23.28           42.07                    150.74
              914                      9.71               11.28               10.57           10.57                     42.13
              917                     19.57               16.57               12.28           21.43                     69.85
              918                      0.86                   0                0.86            0.86                      2.58
              919                     12.78               17.78               15.57            7.29                     53.42
              920                        39               45.32               45.93           25.71                    155.96
              921                     64.42                  59               50.93           60.57                    234.92
              922                     12.86                9.29               12.57           17.14                     51.86
              923                      9.71               12.28                  11           14.57                     47.56
              925                     13.03                7.43               10.86            8.57                     39.89
              926                     31.36               27.36               24.57           30.64                    113.93
              927                         9                6.14                8.43            8.57                     32.14
              928                     16.46               23.21               27.86           18.28                     85.81


   DRUG CODE:9041LDRUG NAME:COCAINE
   STATE:CALIFORNIA

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS
              930                      6.29                7.14                2.86               7                     23.29
              931                     15.57                   8               13.14           14.57                     51.28
              932                        28               28.43               25.07           25.71                    107.21
              933                     15.86               16.43               19.28           14.43                        66
              934                         5                6.29               10.29               5                     26.58
              935                      5.71                6.29                6.57            5.86                     24.43
              936                      3.29                2.14                5.86            3.43                     14.72
              937                     10.71                9.86                9.14            9.71                     39.42
              939                      8.71               16.28               11.71               9                      45.7
              940                     18.57               27.57               30.03           24.43                     100.6
              941                      55.1               62.28                57.5           65.21                    240.09
              943                     13.32               19.75               20.28           17.71                     71.06
              944                      3.57                2.29                   7               7                     19.86
              945                     38.21               46.07               47.64           40.43                    172.35
              946                     19.57               24.14               23.28           21.43                     88.42
              947                      2.29                1.57                1.86            2.71                      8.43
              948                      9.71                8.57                9.86            8.14                     36.28
              949                     13.43               13.28               11.86           13.28                     51.85
              950                     17.28               15.57               15.57           17.57                     65.99
              951                     25.43                  21               24.71           23.86                        95
              952                     15.53               16.39               17.53           16.53                     65.98
              953                      26.5               27.57               30.78              31                    115.85
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              954                     7.86              9.29                       9             7.57                 33.72
              955                        2              2.14                    2.71             2.57                  9.42
              956                    58.64             42.43                   31.57            39.71                172.35
              957                     0.57                 0                    0.29             0.29                  1.15
              958                    33.43             37.14                   30.14            38.28                138.99
              959                    18.14             14.14                   19.28            19.86                 71.42
              960                    12.57             10.43                   10.43            13.28                 46.71
              961                     2.71              3.57                       3             3.86                 13.14
   TOTAL                            950.43            941.09                  929.26           944.02              3,764.80
   STATE:           COLORADO

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS
              800                      8.14                8.14                 4.86             8.29                    29.43
              801                     22.53               25.57                15.43            26.86                    90.39
              802                     18.71               16.14                17.43            13.57                    65.85
              803                      0.57                0.57                 1.29             1.57                        4
              804                      0.86                   0                 1.43             1.57                     3.86
              805                     29.14                  33                23.86            30.28                   116.28
              806                      2.86                2.71                 3.29             3.71                    12.57
              807                      1.43                1.57                    0             0.86                     3.86
              809                      1.43                1.43                 3.71                2                     8.57
              810                         5                4.43                 5.86             7.71                       23
              812                         0                0.29                    0                0                     0.29
              813                      0.86                0.43                 0.86             0.71                     2.86
              814                      2.14                1.71                 2.14             1.57                     7.56
              815                      0.14                0.29                    0                0                     0.43
              816                      3.29                1.43                 1.14             1.14                        7

   TOTAL                               97.1               97.71                 81.3            99.84                   375.95
   STATE:           CONNECTICUT
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS
               60                      1.14                1.14                 0.57             0.57                     3.42
               61                      1.36                1.43                 0.64             1.43                     4.86
               62                      2.71                1.57                 2.43             0.86                     7.57
               63                      8.71                3.43                    6             5.14                    23.28
               64                      3.14                3.14                 4.57             2.43                    13.28
               65                     11.14               10.14                    9            13.28                    43.56
               66                      1.43                2.43                 1.43             1.43                     6.72
               67                      2.86                2.14                 1.86             3.14                       10
               68                     17.14               17.57                13.14            23.14                    70.99
   TOTAL                              49.63               42.99                39.64            51.42                   183.68
   STATE:           DELAWARE

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS
              197                      1.29                0.29                 1.57               1.43                   4.58
              198                      1.43                0.29                 1.43               1.14                   4.29
              199                     21.14               18.57                    8                 18                  65.71


   DRUG CODE:9041LDRUG NAME:COCAINE
   STATE:DELAWARE

   ZIP CODE         QUARTER 1               QUARTER 2       QUARTER 3                  QUARTER 4      TOTAL GRAMS
   TOTAL                              23.86           19.15                      11             20.57             74.58
   STATE:           DISTRICT OF COLUMBIA
   ZIP CODE         QUARTER 1               QUARTER 2       QUARTER 3                  QUARTER 4          TOTAL GRAMS

              200                     27.43                  18                27.43            23.14                       96
              204                         0                1.43                    0                0                     1.43
   TOTAL                              27.43               19.43                27.43            23.14                    97.43

   STATE:           FLORIDA
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS
              320                     5.43             5.86                    3.57             5.29               20.15
              321                     1.43             0.57                    1.86             1.29                5.15
              322                    27.89            34.43                   36.71            34.28              133.31
              323                     4.29             3.86                       1             3.57               12.72
              324                     0.14                0                    0.29             0.57                   1
              325                     4.71             8.14                       7             5.43               25.28
              326                     4.43                5                    6.57             4.57               20.57
              327                     7.86                6                    4.79              8.5               27.15
              328                        4             3.29                    8.29             0.86               16.44
              329                     6.71             3.86                       6             7.86               24.43
              330                       17             21.5                   26.28            19.43               84.21
              331                     9.29                9                    9.43            11.75               39.47
              333                    17.28            14.43                   16.93            19.86                68.5
              334                    30.46            44.21                   34.32            28.14              137.13
              335                     6.86            12.75                    4.43             5.86                29.9
              336                    84.92            76.96                   57.14            66.07              285.09
              337                    10.43             6.43                    5.71               11               33.57
              338                     8.29                3                    7.29             5.29               23.87
              339                    13.71            11.71                   11.71            12.28               49.41
              341                     8.04            11.71                   16.86            10.71               47.32
              342                    28.14            20.57                   21.71            16.71               87.13
              344                     1.71             1.57                       3             1.29                7.57
              346                        5             3.86                    4.86                5               18.72
              347                     0.71             1.86                    2.71             0.86                6.14
              349                    10.57             8.57                       7             7.57               33.71
   TOTAL                             319.3           319.14                  305.46           294.04            1,237.94
   STATE:           GEORGIA
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS

              300                    51.71            52.14                   55.28            91.71                 250.84
              301                       21            25.43                   21.43               26                  93.86
              302                    12.57            17.18                   13.21            13.71                  56.67
              303                    38.71            43.85                   47.71            43.85                 174.12
              304                        3                2                    2.86             3.86                  11.72
              305                        3                1                       3                6                     13
              306                     2.86             3.71                       4             4.14                  14.71
              307                     1.14                1                    2.29             1.14                   5.57
              308                        0                0                    0.57                0                   0.57
              309                     0.57             2.29                    1.29             0.71                   4.86
              310                     1.43             2.14                    3.86             0.71                   8.14
              312                     1.86             1.14                    2.14             0.57                   5.71
              314                        3             1.29                    2.14             1.43                   7.86
              315                     2.14             2.86                    0.57             1.86                   7.43
              316                     4.14             3.29                    1.71                5                  14.14
              317                     8.29            15.61                   13.75            12.46                  50.11
              319                     4.43             1.43                    1.43             3.57                  10.86
              398                        0                0                    0.29                0                   0.29
   TOTAL                            159.85           176.36                  177.53           216.72                 730.46

   STATE:           GUAM
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS
              969                        0                  0                  0.71               0                    0.71
   TOTAL                                 0                  0                  0.71               0                    0.71

   STATE:           HAWAII
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
              967                     5.71                7.29                 8.71            11.57             33.28
              968                    11.43               14.14                16.28            13.28             55.13
   TOTAL                             17.14               21.43                24.99            24.85             88.41
   STATE:           IDAHO
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS


   DRUG CODE:9041LDRUG NAME:COCAINE
   STATE:IDAHO

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS
              832                     6.14                   8                 7.57             5.29                     27
              833                    11.93               11.36                14.96            18.57                  56.82
              834                    36.78               10.86                32.61                8                  88.25
              835                     1.86                0.29                 1.71             1.14                      5
              836                    10.86                  11                13.86            12.57                  48.29
              837                       10                7.36                 5.14             7.79                  30.29
              838                     1.71                0.29                 2.18                2                   6.18
   TOTAL                             79.28               49.16                78.03            55.36                 261.83
   STATE:           ILLINOIS

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
              600                    33.43            23.71                   23.14            31.71             111.99
              601                    60.14            83.49                   50.89            64.85             259.37
              602                    16.86            15.14                    2.71            11.86              46.57
              603                     1.14             1.86                       1                1                  5
              604                    22.57            22.71                   23.14            22.57              90.99
              605                       49            48.14                   38.85            44.14             180.13
              606                     71.5             75.5                   55.71               65             267.71
              608                        0                0                       0             0.29               0.29
              609                    28.93            23.46                   26.32            10.21              88.92
              610                       13            17.71                   17.14            16.14              63.99
              611                     6.43            12.57                       8                9                 36
              612                     6.14             4.86                    4.86             6.14                 22
              613                     1.86             0.57                    1.29             0.71               4.43
              614                    11.64            10.36                       2            19.43              43.43
              615                        0             1.43                    2.86             2.86               7.15
              616                     3.29             7.43                    6.14             5.29              22.15
              617                     5.14             3.86                    5.57             6.43                 21
              618                     6.29             0.29                       4             3.86              14.44
              619                     0.29             0.14                    0.29             0.29               1.01
              620                     4.71             5.86                    7.21             7.57              25.35
              622                     6.14                6                    5.86             3.86              21.86
              623                     0.57                0                    1.57             1.43               3.57
              624                     0.29             0.43                    0.14             0.29               1.15
              625                     7.71             5.71                    6.29             5.57              25.28
              626                     0.29                0                    0.43             0.29               1.01
              627                     2.57             1.57                    5.71             2.86              12.71
              628                     5.36              2.5                    5.43             9.71                 23
              629                     0.29             0.57                       1             0.14                  2
   TOTAL                            365.58           375.87                  307.55            353.5           1,402.50

   STATE:           INDIANA
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
              460                    28.78               21.46                 20.5            30.36                  101.1
              461                     8.43                14.5                 7.29             8.93                  39.15
              462                    42.18               47.85                44.57             57.1                  191.7
              463                    18.86               21.71                16.14            27.14                  83.85
              464                     4.79                4.57                 3.86                3                  16.22
              465                     9.18                8.04                 5.46             8.75                  31.43
              466                    15.32                  26                    7            17.21                  65.53
              467                     3.71                3.14                 2.71             3.57                  13.13
              468                     1.57                1.14                 3.86             2.43                      9
              469                       14               15.86                 9.57            10.86                  50.29
              471                    12.71                7.82                 9.29            12.57                  42.39
              472                    11.43               10.43                 8.71             7.29                  37.86
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              473                     9.29             9.86                   9.29               12                    40.44
              474                     0.14                0                   0.29             0.29                     0.72
              475                     6.46             6.89                   1.57             1.57                    16.49
              476                        1             1.43                   0.86                1                     4.29
              477                     6.75             2.57                   2.43                2                    13.75
              478                     2.14                1                   1.43                1                     5.57
              479                     8.86            20.64                  14.57            13.86                    57.93
   TOTAL                             205.6           224.91                  169.4           220.93                   820.84
   STATE:           IOWA

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS
              500                     0.71                0.43                0.43               0.71                   2.28
              501                     0.14                   0                   1                  0                   1.14
              502                     2.43                3.57                   2               1.86                   9.86


   DRUG CODE:9041LDRUG NAME:COCAINE
   STATE:IOWA

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4      TOTAL GRAMS
              503                    10.86            14.14                     12            15.86              52.86
              504                        0             0.43                   0.14             0.14               0.71
              505                     2.86             2.86                   2.29             1.57               9.58
              506                     0.57             1.57                   1.71             1.43               5.28
              507                    23.86            25.43                     26            29.86             105.15
              508                     0.14             0.29                   0.14             0.57               1.14
              510                     1.14             0.43                   0.14             0.57               2.28
              511                     1.43             1.86                   5.43             5.14              13.86
              512                        0                0                   0.29                0               0.29
              513                     0.14             0.14                   0.14             0.29               0.71
              514                     0.29             0.43                      0             0.14               0.86
              515                     0.86             0.57                      1             1.71               4.14
              520                     6.29             2.57                   1.14                3                 13
              521                        2             1.43                   0.43             0.29               4.15
              522                    10.86            12.86                     11               12              46.72
              523                        0                0                   0.29                0               0.29
              524                     8.43            12.43                   8.29             9.14              38.29
              525                     6.86             3.14                      4             8.29              22.29
              526                        2             1.71                   0.29             1.86               5.86
              527                     4.14             7.43                      3             5.29              19.86
              528                     7.21            15.07                  10.79               10              43.07
   TOTAL                             93.22           108.79                  91.94           109.72             403.67

   STATE:           KANSAS
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS
              660                     8.57                  12                   8             8.14                    36.71
              661                     1.86                1.71               11.64                2                    17.21
              662                    35.78               50.03               31.21            57.32                   174.34
              664                     0.29                   0                0.29                0                     0.58
              665                     5.43                7.29                6.57             6.14                    25.43
              666                    18.78               16.71               12.93              7.5                    55.92
              667                     1.29                2.57                1.86             2.43                     8.15
              669                        0                0.29                   0                0                     0.29
              670                     1.14                0.57                0.71             0.71                     3.13
              671                        0                0.14                0.57                0                     0.71
              672                        8                   9                4.86             7.86                    29.72
              673                     0.29                0.29                0.43                0                     1.01
              674                     1.14                0.43                0.57             1.14                     3.28
              675                        0                   3                   0                0                        3
              676                     0.29                0.14                1.43                0                     1.86
              677                     0.57                0.29                0.29             0.14                     1.29
              678                        0                0.29                0.71             0.57                     1.57
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              679                     0.29                1.14                0.29               0.71                   2.43

   TOTAL                             83.72           105.89                  82.36            94.66                   366.63
   STATE:           KENTUCKY
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS

              400                     1.86                2.71                   2             2.14                     8.71
              402                    38.43               28.14               29.57            32.86                      129
              403                     4.75                4.71                2.71             1.86                    14.03
              404                     0.71                1.43                   0             1.14                     3.28
              405                    11.61               32.18                6.14            10.43                    60.36
              406                     0.57                   0                0.57             1.14                     2.28
              407                     2.29                1.86                0.71                1                     5.86
              410                     12.5                9.61                9.89            10.86                    42.86
              411                     9.29               15.43               11.71                9                    45.43
              412                     0.43                   0                   0             0.57                        1
              415                     0.29                   0                1.29             0.29                     1.87
              416                        3                2.71                2.29             2.14                    10.14
              420                    19.53                5.71                4.14            16.93                    46.31
              421                     4.71                4.71                6.71             7.71                    23.84
              422                     0.14                0.14                0.43                0                     0.71
              423                     2.86                3.86                2.86             4.86                    14.44
              424                     1.29                0.71                   1                1                        4
              426                     0.14                   0                   0             0.43                     0.57
              427                     5.14                8.29                3.57             6.43                    23.43
   TOTAL                            119.54               122.2               85.59           110.79                   438.12

   STATE:           LOUISIANA


   DRUG CODE:9041LDRUG NAME:COCAINE
   STATE:LOUISIANA

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS
              700                        1                2.21                1.57             1.14                     5.92
              701                    19.71                  17               16.14            17.57                    70.42
              703                     3.14                3.29                4.71             3.86                       15
              704                     1.57                0.71                0.57             1.86                     4.71
              705                     7.29               20.28                  16            28.14                    71.71
              706                     9.71                7.86                4.14             8.86                    30.57
              707                     0.14                   0                0.14             0.43                     0.71
              708                     1.14                   1                2.29             4.43                     8.86
              710                        0                   0                0.57             0.14                     0.71
              711                    41.28               31.43               35.57            34.57                   142.85
              712                     0.86                0.43                0.71             2.57                     4.57
              713                     5.71                4.43                3.29             5.86                    19.29
              714                        2                3.43                3.86             1.29                    10.58
   TOTAL                             93.55               92.07               89.56           110.72                    385.9
   STATE:           MAINE
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4          TOTAL GRAMS

               39                        0                   1                0.43               0.43                   1.86
               40                        0                0.86                0.43               0.71                      2
               41                        8                9.14                6.14               3.86                  27.14
               42                     1.64                0.71                0.29               0.43                   3.07
               43                     2.43                2.86                   3               3.86                  12.15
               44                        7                5.71               10.14               8.57                  31.42
               45                     0.14                0.14                0.43               0.43                   1.14
               46                     1.43                0.57                1.14               1.43                   4.57
               47                        0                1.57                2.57               1.71                   5.85
               48                     3.71                3.43                3.86               3.71                  14.71
               49                     1.29                0.57                1.29               1.43                   4.58
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   TOTAL                             25.64               26.56                29.72            26.57                 108.49
   STATE:           MARYLAND

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS
              206                        4             1.14                    3.71                0                   8.85
              207                     5.57             4.86                    6.57             6.43                  23.43
              208                    19.57            19.14                   19.86            13.64                  72.21
              209                     5.86               10                       7             5.57                  28.43
              210                     7.86            10.14                    6.86             8.71                  33.57
              211                    13.14             8.86                    7.14             7.57                  36.71
              212                    42.93            48.64                   43.28            37.43                 172.28
              214                    37.96            31.93                   22.43            29.07                 121.39
              215                     3.57             2.29                    1.14             0.71                   7.71
              216                     1.43             2.14                    1.71             3.14                   8.42
              217                        5             6.57                    3.43             6.43                  21.43
              218                     1.29             3.29                    1.86             2.43                   8.87
              219                     4.29             4.29                       4             3.57                  16.15
   TOTAL                            152.47           153.29                  128.99            124.7                 559.45
   STATE:           MASSACHUSETTS

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
               10                     8.86             7.29                       6            10.43              32.58
               11                    22.14            15.86                   18.86            13.57              70.43
               12                     8.29             5.57                    5.71                5              24.57
               13                     1.86             0.71                    1.14             1.29                  5
               14                    12.28               11                       8             9.29              40.57
               15                     3.29             4.71                    3.57                6              17.57
               16                    22.57            24.43                   25.28            23.86              96.14
               17                     8.29                6                    7.86             9.29              31.44
               18                    17.57            18.57                   14.71            17.28              68.13
               19                        9                8                    9.43             8.86              35.29
               20                     0.14             0.29                       0             0.14               0.57
