                                          ARCOS 3 - REPORT 1                                                   Run Date: 12/04/2014
                    RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                              REPORTING PERIOD: 01/01/2011 TO 12/31/2011

DRUG CODE:                             1100 DRUG NAME:            AMPHETAMINE
STATE:             ALABAMA

ZIP CODE           QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
           107                    901.07          952.87             920.56        897.8          3,672.30
           108                    567.85          553.45             657.31        536.3          2,314.91
           109                  3,722.28        4,212.63           4,169.40     3,665.20         15,769.51
           110                  1,481.72        1,604.06           1,601.44     1,633.76          6,320.98
           111                    956.53          962.69           1,117.21     1,027.39          4,063.82
           112                  6,359.27        6,994.14           7,317.32     6,824.41         27,495.14
           113                     2,513        2,645.83           2,659.81     2,662.48         10,481.12
           114                    801.51          753.01             784.97       689.53          3,029.02
           115                  4,579.30        4,915.71           4,616.05     4,271.33         18,382.39
           116                    254.47          246.87              230.5       255.56             987.4
           117                 11,049.99       12,603.43          12,413.53    11,909.07         47,976.02
           118                    802.07          839.25             740.54       864.71          3,246.57
           119                  1,441.99        1,706.63           2,007.67     1,544.44          6,700.73
           120                  2,397.13           2,709           2,640.59     2,443.51         10,190.23
           121                  1,486.04        1,660.03           1,645.75     1,540.05          6,331.87
           122                  1,575.38        1,786.83           1,447.51     1,485.14          6,294.86
           123                  1,090.37        1,110.66           1,034.84       965.85          4,201.72
           124                    902.82        1,099.90           1,149.36     1,002.66          4,154.74
           125                  2,584.10        2,898.36           2,740.76     2,525.63         10,748.85
           126                    594.22          644.72             532.85       551.02          2,322.81
           127                     382.9          501.45             484.02       478.65          1,847.02
           128                  1,654.17        1,839.49           1,731.96        1,606          6,831.62
           129                  1,225.18        1,395.94           1,406.15     1,244.27          5,271.54
                                                ARCOS 3 - REPORT 1                                       Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   130                    2,943.08         3,478.80          3,411.78      3,475.09        13,308.75
                   131                      999.58         1,114.26          1,044.78      1,077.41         4,236.03
                   132                    1,779.51         1,902.28          1,908.86      1,909.70         7,500.35
                   133                      575.56           622.43             681.7        617.53         2,497.22
                   134                      899.15         1,052.46          1,033.74      1,035.73         4,021.08
                   135                      485.36           494.06            482.27        520.59         1,982.28
                   136                    1,326.24         1,453.59          1,492.85      1,466.52         5,739.20
                   137                      904.86           907.69            867.77        880.26         3,560.58


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:NEW YORK

ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   138                      827.55          844.93             798.15       925.59          3,396.22
                   139                      735.47          718.29             714.09       677.07          2,844.92
                   140                    2,782.46        3,304.02           2,981.54     3,253.86         12,321.88
                   141                    1,204.60        1,284.35           1,266.84     1,397.59          5,153.38
                   142                    3,495.46        4,055.02           3,941.78     4,022.08         15,514.34
                   143                      338.46          396.13             370.21       530.81          1,635.61
                   144                    2,807.51        3,051.60           2,999.09     3,034.52         11,892.72
                   145                    2,535.56        2,817.72           2,603.76     2,756.55         10,713.59
                   146                    5,360.67        5,576.60           5,623.59     5,755.92         22,316.78
                   147                    1,214.23        1,191.47           1,161.58     1,242.44          4,809.72
                   148                    1,692.27        2,000.23           1,902.74     1,900.61          7,495.85
                   149                      484.51          468.34              544.1       495.23          1,992.18

TOTAL                                  123,165.95    132,413.34        132,773.59     129,630.81        517,983.69
STATE:                   NORTH CAROLINA
ZIP CODE                 QUARTER 1                QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   270                   1,986.80      2,260.98           2,088.90      1,993.58          8,330.26
                   271                   3,497.12      3,562.63           3,368.41      3,377.15         13,805.31
                   272                   5,950.48      6,400.09           5,866.36      6,380.56         24,597.49
                   273                   3,299.48      3,691.87           3,254.64      3,321.61         13,567.60
                   274                   4,988.66      5,149.92           4,931.47      5,019.39         20,089.44
                   275                  11,723.26     13,075.81          11,936.08     12,034.36         48,769.51
                   276                   7,288.26      7,965.06           7,470.69      7,575.84         30,299.85
                   277                   3,149.57      3,741.35           3,062.75      3,377.37         13,331.04
                   278                   4,325.65      4,453.03           4,280.93      4,674.02         17,733.63
                   279                   1,537.06      1,731.46           1,634.45      1,562.85          6,465.82
                   280                   8,963.72      9,451.36           9,318.11      9,381.19         37,114.38
                   281                   6,308.33      7,097.75           6,506.29      6,320.45         26,232.82
                   282                  10,318.47     11,409.91          10,606.59      9,992.98         42,327.95
                   283                   7,554.80      8,234.65           7,664.48      8,397.94         31,851.87
                   284                   7,988.26      8,767.91           8,057.57      8,002.15         32,815.89
                   285                   6,230.82      6,837.33           6,816.86      5,935.52         25,820.53
                   286                   4,882.39      5,440.23           4,980.22      5,269.43         20,572.27
                   287                   4,518.12      5,119.07           4,798.44      4,811.52         19,247.15
                   288                   2,809.01      2,921.08           2,770.85      2,812.82         11,313.76
                   289                     213.04        289.41             266.58        209.66            978.69

TOTAL                                   107,533.30       117,600.90        109,680.67    110,450.39       445,265.26
STATE:                   NORTH DAKOTA
ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   580                      369.84          370.04             340.85       380.79          1,461.52
                   581                    1,203.22        1,257.21           1,204.98     1,278.47          4,943.88
                   582                      982.25        1,043.42             947.97     1,049.85          4,023.49
                   583                      525.31          530.86             542.06       524.28          2,122.51
                   584                      158.09          162.51             157.63       172.46            650.69
                   585                      909.13        1,005.86             940.65       946.08          3,801.72
                   586                      144.67          137.17              133.1       174.08            589.02
                                                ARCOS 3 - REPORT 1                                             Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   587                  1,049.70           973.47                  946.6          968.45           3,938.22
                   588                    212.56            160.7                 201.11          197.85             772.22
TOTAL                                   5,554.77         5,641.24               5,414.95        5,692.31          22,303.27
STATE:                   OHIO

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   430                  9,520.32       10,600.61           9,737.03     9,136.39         38,994.35
                   431                  3,176.02        3,423.97           3,056.11     2,965.29         12,621.39
                   432                 63,291.43          76,794          58,986.58    57,585.76        256,657.77
                   433                  1,887.80        1,929.28           1,917.32     1,886.35          7,620.75
                   434                  1,134.37        1,195.95           1,022.78     1,200.45          4,553.55
                   435                  2,640.53        3,005.48           2,687.78     2,835.44         11,169.23
                   436                  4,993.64        5,053.79           4,782.93     5,221.76         20,052.12
                   437                  1,029.46        1,137.21           1,063.88     1,105.13          4,335.68
                   438                     202.8          207.14             184.23        207.7            801.87
                   439                  1,213.58        1,352.20           1,230.47     1,327.52          5,123.77
                   440                  8,569.23        9,153.89           8,204.91     8,699.01         34,627.04
                   441                 12,437.85       13,570.56          11,643.31    12,153.09         49,804.81
                   442                  5,453.25        5,973.24           5,470.97     5,687.54            22,585
                   443                  3,001.77        3,108.84           2,813.95     3,119.32         12,043.88
                   444                  1,999.32        2,087.69           1,914.03     1,992.53          7,993.57
                   445                  1,806.47        1,880.53           1,721.12     2,108.20          7,516.32


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:OHIO

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   446                  3,380.58        3,697.52           3,561.37      3,417.46         14,056.93
                   447                  2,478.52        2,647.09           2,596.74      2,692.55         10,414.90
                   448                  2,120.31        2,228.36           2,115.43      1,949.29          8,413.39
                   449                    601.91          670.83             570.94        545.44          2,389.12
                   450                  8,646.02        9,718.14           9,371.91      9,366.09         37,102.16
                   451                  3,370.19        3,637.46           3,317.88      3,572.59         13,898.12
                   452                 13,199.93       13,413.63          12,612.88     13,759.43         52,985.87
                   453                  2,893.71        3,199.07           2,981.77      3,092.49         12,167.04
                   454                  3,941.89        4,081.13           3,782.46      4,036.55         15,842.03
                   455                  1,400.48        1,384.69           1,266.96      1,317.76          5,369.89
                   456                  2,815.73        2,863.76           2,619.38      2,873.38         11,172.25
                   457                  2,315.13        2,243.82           2,082.14      2,213.13          8,854.22
                   458                  1,701.78        1,796.12           1,599.18      1,850.60          6,947.68
TOTAL                                 171,224.02         192,056        164,916.44     167,918.24        696,114.70
STATE:                   OKLAHOMA
ZIP CODE                 QUARTER 1                 QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

                   730                  5,172.06         5,660.68               5,116.75        5,396.95          21,346.44
                   731                  4,996.45         5,697.03               5,143.55        5,665.08          21,502.11
                   734                     542.1           610.88                 546.99          633.64           2,333.61
                   735                  1,595.55         1,721.61               1,881.91        1,858.76           7,057.83
                   736                    153.76           164.34                 148.83          164.38             631.31
                   737                    507.45           621.48                 610.84          668.11           2,407.88
                   738                    149.44           157.09                 124.52          149.66             580.71
                   739                     70.96             71.3                  70.65           74.06             286.97
                   740                  7,508.96         7,899.54               7,046.81        7,651.46          30,106.77
                   741                  6,828.83         7,520.85               7,191.16        7,166.01          28,706.85
                   743                    800.18           908.83                 791.99          851.33           3,352.33
                   744                  1,911.05         1,899.31               2,034.72        2,164.91           8,009.99
                   745                      263            270.32                 276.49          348.46           1,158.27
                   746                    254.94           304.55                 264.63          219.74           1,043.86
                   747                    368.87           401.94                 391.96          375.07           1,537.84
                   748                  1,009.80           998.81               1,027.65          895.41           3,931.67
                                                ARCOS 3 - REPORT 1                                              Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   749                     348.49           404.54              375.49             342.93           1,471.45
TOTAL                                   32,481.89        35,313.10           33,044.94          34,625.96         135,465.89
STATE:                   OREGON
ZIP CODE                 QUARTER 1                  QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

                   970                   8,213.15         9,089.64            8,625.16           8,840.46          34,768.41
                   971                   2,973.96         3,540.19            3,167.53           3,259.87          12,941.55
                   972                  11,526.55        12,839.06           11,753.30          12,046.85          48,165.76
                   973                   6,136.55         6,740.66            6,065.69           6,481.80          25,424.70
                   974                   4,676.46         5,606.63            4,805.68           5,232.35          20,321.12
                   975                   1,313.21         1,561.99            1,355.88           1,534.71           5,765.79
                   976                     470.43           579.78              441.65             487.79           1,979.65
                   977                   1,906.34         2,317.22            1,977.46           2,169.31           8,370.33
                   978                     558.83           657.63              542.42             624.98           2,383.86
                   979                     234.73           274.75              243.31             244.64             997.43
TOTAL                                   38,010.21        43,207.55           38,978.08          40,922.76         161,118.60
STATE:                   PENNSYLVANIA
ZIP CODE                 QUARTER 1                  QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

                   150                   3,848.08         4,566.20               4,225.89        4,243.25          16,883.42
                   151                   2,785.53         3,330.85               3,010.09        2,991.35          12,117.82
                   152                   6,144.45         7,151.26               6,228.81        6,533.84          26,058.36
                   153                   1,395.65         1,587.26               1,507.29        1,611.69           6,101.89
                   154                   1,280.41         1,452.21               1,385.62        1,381.59           5,499.83
                   155                     551.67           628.73                 645.21          574.27           2,399.88
                   156                   2,226.82         2,775.79               2,692.20        2,862.98          10,557.79
                   157                   1,147.59         1,338.50               1,198.75        1,201.18           4,886.02
                   158                      926.8         1,086.17               1,135.29        1,112.69           4,260.95
                   159                     972.44         1,091.71                 979.86        1,030.92           4,074.93
                   160                   1,482.11            1,749               1,612.63        1,623.01           6,466.75
                   161                   1,862.55         1,939.98               1,859.36        1,848.97           7,510.86
                   162                      804.3              891                 766.24          890.76           3,352.30
                   163                   1,850.61         2,021.95               1,809.01        1,623.35           7,304.92
                   164                     957.97         1,070.52                 945.87        1,041.70           4,016.06
                   165                   2,811.33         3,029.19               2,708.02        2,802.39          11,350.93
                   166                   1,610.87         2,024.73               1,815.88        1,634.73           7,086.21


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:PENNSYLVANIA

ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   167                     489.89          522.36             486.25       445.09          1,943.59
                   168                   1,955.26        2,100.12           1,821.02     1,664.94          7,541.34
                   169                      319.3          362.63              329.4       354.12          1,365.45
                   170                   7,061.13        8,478.38           7,415.59     7,106.74         30,061.84
                   171                   1,923.42        2,092.82           1,948.68     1,790.57          7,755.49
                   172                   1,591.72        1,727.79           1,688.96     1,634.57          6,643.04
                   173                   2,500.60        2,876.81           2,828.40     2,674.96         10,880.77
                   174                   2,442.82        2,589.55           2,426.86     2,316.16          9,775.39
                   175                   2,283.69        2,654.12           2,422.44     2,417.59          9,777.84
                   176                   2,585.08        2,881.61           2,734.38     2,511.18         10,712.25
                   177                   1,019.50        1,128.65           1,124.78     1,165.16          4,438.09
                   178                   1,848.75        1,924.73           1,787.50     1,597.62          7,158.60
                   179                   1,152.31        1,172.50           1,089.23       962.21          4,376.25
                   180                   3,451.76        4,016.55           3,705.31     3,612.05         14,785.67
                   181                   2,147.62        2,428.83           2,212.18     2,690.22          9,478.85
                   182                      763.5          890.35             829.94       752.84          3,236.63
                   183                     846.48          935.88             870.83       818.42          3,471.61
                   184                     988.62        1,147.18           1,025.35     1,164.17          4,325.32
                   185                   1,346.10        1,440.50           1,456.94     1,377.86          5,621.40
                                        ARCOS 3 - REPORT 1                                                Run Date: 12/04/2014
                  RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                            REPORTING PERIOD: 01/01/2011 TO 12/31/2011

           186                     1,045.55         1,104.54            1,056.86             777.51           3,984.46
           187                     5,924.41        14,000.34            6,334.95           6,968.63          33,228.33
           188                       485.65           518.74              455.23              563.7           2,023.32
           189                     5,393.48         6,067.30            5,422.77           5,164.63          22,048.18
           190                    20,095.29        20,183.61           17,576.52          15,611.57          73,466.99
           191                    11,874.21        13,276.12           11,940.73          12,421.21          49,512.27
           193                     6,449.18         7,292.56            6,996.60           6,724.56          27,462.90
           194                     7,411.18         7,842.83            7,614.06           7,523.35          30,391.42
           195                     1,336.03         1,533.52            1,283.12           1,162.83           5,315.50
           196                     2,134.93         2,485.31            2,389.65           2,413.80           9,423.69

TOTAL                           131,526.64        153,411.28          133,800.55         131,396.93         550,135.40
STATE:           PUERTO RICO
ZIP CODE         QUARTER 1                    QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

             6                     1,070.67         1,132.41               1,056.71        1,175.36           4,435.15
             7                     1,107.18         1,032.86               1,091.39        1,157.40           4,388.83
             9                     2,543.46         2,636.44               2,386.27        2,927.97          10,494.14

TOTAL                              4,721.31         4,801.71               4,534.37        5,260.73          19,318.12
STATE:           RHODE ISLAND
ZIP CODE         QUARTER 1                    QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
            28                    13,641.42       16,054.19          14,469.02    13,556.63         57,721.26
            29                     7,181.64        7,819.37           7,140.59     8,210.12         30,351.72
TOTAL                             20,823.06       23,873.56          21,609.61    21,766.75         88,072.98
STATE:           SOUTH CAROLINA

ZIP CODE         QUARTER 1                    QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
           290                     6,644.38        6,620.07           6,835.32     7,505.18         27,604.95
           291                     6,734.54        6,850.30           6,242.66     6,626.96         26,454.46
           292                     6,549.66        6,742.37           6,623.66     7,024.47         26,940.16
           293                     5,296.85        6,082.77           5,334.99     5,085.25         21,799.86
           294                    20,346.55       20,844.98          20,272.25    19,848.69         81,312.47
           295                     9,327.20       10,203.93           9,673.25    10,211.43         39,415.81
           296                    17,123.08       18,451.11          17,495.38    15,973.95         69,043.52
           297                     4,281.17        4,358.90           4,047.37     4,247.44         16,934.88
           298                     2,560.98        2,646.89           2,697.23     3,004.30         10,909.40
           299                     1,885.74        2,180.30           2,191.82     1,887.34          8,145.20
TOTAL                             80,750.15       84,981.62          81,413.93    81,415.01        328,560.71
                                                ARCOS 3 - REPORT 1                                      Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

STATE:                   SOUTH DAKOTA

ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   570                   1,118.66        1,177.79           1,088.53     1,191.50          4,576.48
                   571                   5,264.39        5,578.78           6,824.81     6,977.86         24,645.84
                   572                     433.01          461.08             433.92       455.18          1,783.19
                   573                     468.24           497.9             506.96       494.66          1,967.76
                   574                     185.33          216.21             200.28       221.56            823.38
                   575                     157.36          174.83              153.6       153.65            639.44
                   576                       3.78           22.15               9.73         9.88             45.54
                   577                   1,453.11        1,550.74           1,463.51     1,587.12          6,054.48
TOTAL                                    9,083.88        9,679.48          10,681.34    11,091.41         40,536.11

STATE:                   TENNESSEE


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:TENNESSEE

ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   370                  10,924.12       11,876.25          11,570.43    12,146.79         46,517.59
                   371                   6,663.09        7,009.40           6,766.12     7,102.01         27,540.62
                   372                   7,650.16        7,658.06           7,560.36     7,636.06         30,504.64
                   373                   8,387.28        8,608.10           8,407.01     7,417.46         32,819.85
                   374                   6,575.43        6,598.12           6,584.60     6,911.96         26,670.11
                   376                   2,938.23        2,989.56           2,858.28     2,790.73         11,576.80
                   377                   3,380.96        3,578.12           3,387.58     3,293.91         13,640.57
                   378                   5,101.43        5,185.60           5,307.57     5,228.84         20,823.44
                   379                   7,578.88        8,118.35           7,445.76     7,890.23         31,033.22
                   380                   6,274.79        6,390.75           6,288.61     6,551.58         25,505.73
                   381                   8,267.85        8,368.86           7,786.75     8,822.07         33,245.53
                   382                   3,326.17        3,254.91           3,236.04     3,408.88            13,226
                   383                   4,259.65        4,068.52           3,997.32     4,157.51            16,483
                   384                   1,656.47        1,835.60           1,773.07     1,895.52          7,160.66
                   385                   1,502.76        1,526.51           1,548.28     1,615.72          6,193.27
TOTAL                                   84,487.27       87,066.71          84,517.78    86,869.27        342,941.03

STATE:                   TEXAS
ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   750                  29,325.34       31,561.09          29,265.72    29,367.46        119,519.61
                   751                   4,241.64        4,689.64           4,197.87     4,226.35         17,355.50
                   752                  14,364.35       15,292.11          13,658.76    14,352.43         57,667.65
                   753                      21.73           39.22              28.31        24.52            113.78
                   754                   2,467.34        2,416.86           2,398.86     2,701.81          9,984.87
                   755                     696.69          797.55             737.84       736.15          2,968.23
                   756                   2,022.31        2,220.46           2,140.51     2,311.78          8,695.06
                   757                   3,010.57        2,949.99           2,997.90     2,801.90         11,760.36
                   758                       727           698.76             693.31       650.02          2,769.09
                   759                   1,897.71        1,797.07           1,818.19     1,641.43          7,154.40
                   760                  11,636.03       12,284.36          12,007.08    12,288.32         48,215.79
                   761                   7,906.36        8,722.96           7,655.94     7,184.28         31,469.54
                   762                   5,341.79        5,617.04           5,109.34     5,272.79         21,340.96
                   763                   1,530.07        1,821.53           1,683.52     1,785.42          6,820.54
                   764                     829.07          768.34             813.81       753.89          3,165.11
                   765                   4,066.31        4,104.30           3,844.88     3,958.18         15,973.67
                   766                     704.08          703.84             773.42       716.01          2,897.35
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   767                  2,321.48         2,389.91           2,067.62     2,217.76          8,996.77
                   768                    536.51           539.72             521.08       434.42          2,031.73
                   769                  1,009.05         1,183.06           1,060.30        974.2          4,226.61
                   770                 23,406.28        24,027.14          21,332.81    23,109.49         91,875.72
                   772                     63.86            53.21              58.85        66.94            242.86
                   773                 17,047.48        17,434.72          15,263.34    15,196.75         64,942.29
                   774                 10,390.13        11,338.08           9,517.12    10,631.05         41,876.38
                   775                 12,606.56        13,242.88          11,725.43    12,340.88         49,915.75
                   776                  4,343.98         4,307.09           3,964.35     3,586.57         16,201.99
                   777                  2,491.13         2,693.13           2,379.39     2,309.96          9,873.61
                   778                  4,182.40         4,539.09           3,787.45     4,244.12         16,753.06
                   779                  1,231.84         1,331.75           1,297.46     1,339.65          5,200.70
                   780                  2,461.17         2,592.05           2,477.30     2,651.92         10,182.44
                   781                  3,045.44         3,195.18           3,040.69     3,372.64         12,653.95
                   782                 15,740.24        16,291.23          14,391.48    15,395.94         61,818.89
                   783                  1,085.55         1,188.23           1,091.01     1,253.31          4,618.10
                   784                  2,997.93         3,219.30           2,754.15     2,912.67         11,884.05
                   785                  2,024.20         2,173.78           2,103.92     1,962.09          8,263.99
                   786                  9,265.39         9,981.95           8,963.19     9,070.44         37,280.97
                   787                 15,291.44        16,430.18          15,081.17    15,487.99         62,290.78
                   788                    464.25           463.93             418.39          478          1,824.57
                   789                    450.79           491.52             466.96       444.91          1,854.18
                   790                    468.75           529.94             504.07       521.04          2,023.80
                   791                    971.32         1,223.75           1,047.38     1,210.64          4,453.09
                   792                     58.58            41.57              32.79        50.28            183.22
                   793                    318.92           339.84             312.92       308.22          1,279.90
                   794                  2,879.45         3,014.49           2,837.20     3,095.12         11,826.26
                   795                    253.85           317.18             295.93       274.47          1,141.43
                   796                  1,440.05         1,352.92           1,410.03     1,425.87          5,628.87
                   797                  3,948.55         4,204.99           3,867.35     4,095.81         16,116.70
                   798                    129.81           111.71             116.05       131.45            489.02


DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:TEXAS

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   799                  1,776.14        1,778.90           1,898.45      1,661.43          7,114.92
TOTAL                                 235,490.91      248,507.54        225,910.89     233,028.77        942,938.11

STATE:                   UTAH
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   840                 20,024.89       20,740.23          20,792.38    21,019.77         82,577.27
                   841                  9,082.95        9,486.26           9,430.23     9,282.62         37,282.06
                   843                     2,163        2,218.25           2,068.13     2,110.88          8,560.26
                   844                  1,750.76        1,788.67           1,796.93     1,800.25          7,136.61
                   845                    377.65          384.19             376.85       391.67          1,530.36
                   846                  4,339.16        4,246.10           4,133.39     4,295.94         17,014.59
                   847                  2,973.93        3,183.18           3,091.29     3,271.60            12,520
TOTAL                                  40,712.34       42,046.88          41,689.20    42,172.73        166,621.15

STATE:                   VERMONT
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                    50                    356.73          397.68             372.23       354.61          1,481.25
                    51                    404.25          451.05             402.12       370.44          1,627.86
                    52                    391.95          461.29             423.94        399.6          1,676.78
                    53                  1,164.73        1,284.12           1,119.36     1,240.17          4,808.38
                    54                  2,503.03        2,646.96           2,514.30     2,395.21         10,059.50
                    56                  1,022.20        1,092.33           1,060.19     1,046.08          4,220.80
                    57                    612.02          596.34             607.37       624.66          2,440.39
                    58                    398.17          467.06             414.17       430.42          1,709.82
                                        ARCOS 3 - REPORT 1                                                 Run Date: 12/04/2014
                  RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                            REPORTING PERIOD: 01/01/2011 TO 12/31/2011


TOTAL                               6,853.08         7,396.83               6,913.68        6,861.19          28,024.78
STATE:           VIRGIN ISLANDS
ZIP CODE         QUARTER 1                     QUARTER 2     QUARTER 3                 QUARTER 4    TOTAL GRAMS
             8                       171.91           200.57                 179.73          202.32           754.53

TOTAL                                171.91           200.57                 179.73          202.32             754.53
STATE:           VIRGINIA
ZIP CODE         QUARTER 1                     QUARTER 2        QUARTER 3              QUARTER 4       TOTAL GRAMS

           201                      9,683.70        11,100.60           10,038.58           9,691.70          40,514.58
           220                      6,134.63         6,939.25            6,611.52           6,055.53          25,740.93
           221                      4,434.62         4,642.85            4,454.68           4,354.48          17,886.63
           222                      2,588.12         3,209.32            2,956.54           2,673.49          11,427.47
           223                      2,124.20         2,792.48            2,461.30           2,030.41           9,408.39
           224                      2,501.90         2,764.75            2,538.43           2,305.71          10,110.79
           225                      1,091.59         1,251.93            1,377.03             977.76           4,698.31
           226                      1,549.08         1,755.58            1,635.59           1,604.42           6,544.67
           227                        512.31            612.2              514.78             490.21           2,129.50
           228                      2,121.77         2,297.11            1,917.69           2,339.88           8,676.45
           229                      3,817.81         3,957.36            3,966.82           3,842.52          15,584.51
           230                      2,774.21         3,114.05            2,910.98           3,250.08          12,049.32
           231                      6,178.43         6,617.22            6,117.80           7,101.64          26,015.09
           232                      8,943.27         9,641.30            9,115.18          10,413.78          38,113.53
           233                      5,821.65         6,444.91            5,969.20           6,042.41          24,278.17
           234                     17,153.05        18,170.72           16,737.03          16,863.56          68,924.36
           235                      4,422.65         4,917.01            4,342.02           5,611.22          19,292.90
           236                      5,064.86         5,200.08            4,862.08           5,331.82          20,458.84
           237                      2,464.04         2,388.87            2,217.28           3,074.51          10,144.70
           238                      3,239.48         3,535.77            3,092.89           3,439.39          13,307.53
           239                        658.84            649.8              657.77             731.12           2,697.53
           240                      3,320.35         3,130.70            3,073.64           3,243.18          12,767.87
           241                      1,669.17         1,779.69            1,610.87           1,615.12           6,674.85
           242                        843.01           988.03              820.04             921.21           3,572.29
           243                        522.26           651.38              540.26             609.91           2,323.81
           244                      2,395.62         2,495.82            2,383.81           2,161.45           9,436.70
           245                      2,592.34         3,157.26            2,780.44           2,695.15          11,225.19
           246                        237.86           223.38              208.09             224.37              893.7
TOTAL                             104,860.82       114,429.42          105,912.34         109,696.03         434,898.61
STATE:           WASHINGTON

ZIP CODE         QUARTER 1                     QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
           980                     15,386.08       17,979.98          16,387.11    17,068.52         66,821.69
           981                     11,261.37       12,862.27          11,748.82    11,952.72         47,825.18
           982                      9,658.32       10,903.54           9,804.75    10,786.19         41,152.80
           983                      6,230.43        7,424.30           6,819.13     6,708.08         27,181.94
           984                      5,626.39        5,767.49           5,390.40     5,914.03         22,698.31
           985                      3,538.61        4,313.20           3,735.17     3,972.22         15,559.20
                                                ARCOS 3 - REPORT 1                                            Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

DRUG CODE:1100DRUG NAME:AMPHETAMINE
STATE:WASHINGTON

ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   986                    4,883.24        5,517.69           5,051.23     5,012.87         20,465.03
                   988                    1,059.75        1,215.82           1,113.82     1,161.43          4,550.82
                   989                    1,797.12        2,072.08           1,847.89     1,971.27          7,688.36
                   990                      556.07          639.09             551.56       624.06          2,370.78
                   991                      770.98          733.01             754.36       901.54          3,159.89
                   992                    2,848.97        3,336.92           3,071.94     3,188.11         12,445.94
                   993                    2,600.21        2,887.30           2,741.60     2,885.89            11,115
                   994                      165.13          198.12               171        215.15             749.4
TOTAL                                    66,382.67       75,850.81          69,188.78    72,362.08        283,784.34
